Economy,Year,Ease of Doing Business Rank,Starting a Business - Rank,Starting a Business - Procedures (number),Starting a Business - Time (days),Starting a Business - Cost (% of income per capita),Starting a Business - Paid-in Min. Capital (% of income per capita),Dealing with Construction Permits - Rank,Dealing with Construction Permits - Procedures (number),Dealing with Construction Permits - Time (days),Dealing with Construction Permits - Cost (% of income per capita),Getting Electricity - Rank,Getting Electricity - Procedures (number),Getting Electricity - Time (days),Getting Electricity - Cost (% of income per capita),Registering Property - Rank,Registering Property - Procedures (number),Registering Property - Time (days),Registering Property - Cost (% of property value),Getting Credit - Rank,Getting Credit - Strength of legal rights index (0-10),Getting Credit - Depth of credit information index (0-6),Getting Credit - Public registry coverage (% of adults),Getting Credit - Private bureau coverage (% of adults),Protecting Investors - Rank,Protecting Investors - Extent of disclosure index (0-10),Protecting Investors - Extent of director liability index (0-10),Protecting Investors - Ease of shareholder suits index (0-10),Protecting Investors - Strength of investor protection index (0-10),Paying Taxes - Rank,Paying Taxes - Payments (number per year),Paying Taxes - Time (hours per year),Paying Taxes - Profit tax (%),Paying Taxes - Labor tax and contributions (%),Paying Taxes - Other taxes (%),Paying Taxes - Total tax rate (% profit),Trading Across Borders - Rank,Trading Across Borders - Documents to export (number),Trading Across Borders - Time to export (days),Trading Across Borders - Cost to export (US$ per container),Trading Across Borders - Documents to import (number),Trading Across Borders - Time to import (days),Trading Across Borders - Cost to import (US$ per container),Enforcing Contracts - Rank,Enforcing Contracts - Time (days),Enforcing Contracts - Cost (% of claim),Enforcing Contracts - Procedures (number),Resolving Insolvency - Rank,Resolving Insolvency - Time (years),Resolving Insolvency - Cost (% of estate),Resolving Insolvency - Recovery rate (cents on the dollar)
Lebanon,DB2008,..,..,6,46,94.1,60.4,..,19,219,390,..,..,..,..,..,8,25,5.9,..,3,5,4.7,0,..,9,1,5,5,..,19,180,..,..,..,35.4,..,5,26,"1,027",7,38,810,..,721,30.8,37,..,4,22,19.1
Lebanon,DB2009,..,..,5,11,87.5,57,..,19,219,367.9,..,..,..,..,..,8,25,5.9,..,3,5,6.8,0,..,9,1,5,5,..,19,180,..,..,..,36,..,5,26,872,7,38,"1,073",..,721,30.8,37,..,4,22,19
Lebanon,DB2010,..,..,5,9,78.2,51,..,19,219,330.1,..,5,75,166.9,..,8,25,5.8,..,3,5,8.3,0,..,9,1,5,5,..,19,180,..,..,..,30.2,..,5,25,"1,002",7,35,"1,203",..,721,30.8,37,..,4,22,19
Lebanon,DB2011,103,104,5,9,75,39.8,157,19,219,265.3,52,5,75,129,105,8,25,5.8,75,4,5,8.7,0,93,9,1,5,5,28,19,180,..,..,..,30.2,93,5,25,"1,000",7,35,"1,200",120,721,30.8,37,128,4,22,19.8
Lebanon,DB2012,104,109,5,9,67.1,35.3,161,19,219,234.9,47,5,75,99.9,105,8,25,5.8,78,4,5,16.6,0,97,9,1,5,5,30,19,180,6.1,24.1,0,30.2,93,5,22,"1,050",7,32,"1,250",120,721,30.8,37,125,4,22,20.6
Lesotho,DB2004,..,..,9,93,64.2,19.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,785,19.5,41,..,2.6,8,31.8
Lesotho,DB2005,..,..,9,93,59.7,17.7,..,..,..,..,..,..,..,..,..,6,101,9.3,..,6,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,785,19.5,41,..,2.6,8,33
Lesotho,DB2006,..,..,9,93,41.8,16.4,..,12,510,"1,530.10",..,..,..,..,..,6,101,8.5,..,6,0,0,0,..,2,1,8,3.7,..,21,564,..,..,..,26.2,..,8,44,"1,188",8,49,"1,210",..,785,19.5,41,..,2.6,8,35.9
Lesotho,DB2007,..,..,8,73,40,15.7,..,12,510,"1,462.50",..,..,..,..,..,6,101,8.3,..,6,0,0,0,..,2,1,8,3.7,..,21,564,..,..,..,26.2,..,8,44,"1,188",8,49,"1,210",..,785,19.5,41,..,2.6,8,36.6
Lesotho,DB2008,..,..,8,73,37.5,14.3,..,12,510,"1,335.40",..,..,..,..,..,6,101,8.2,..,6,0,0,0,..,2,1,8,3.7,..,21,342,..,..,..,20.4,..,8,44,"1,188",8,49,"1,210",..,785,19.5,41,..,2.6,8,34.9
Lesotho,DB2009,..,..,7,40,37.9,14.5,..,12,510,"1,354.90",..,..,..,..,..,6,101,8.2,..,6,0,0,0,..,2,1,8,3.7,..,21,324,..,..,..,18,..,8,44,"1,549",8,49,"1,715",..,785,19.5,41,..,2.6,8,33.9
Lesotho,DB2010,..,..,7,40,27,11.9,..,12,510,"1,111.70",..,5,140,"2,672.70",..,6,101,8,..,6,0,0,0,..,2,1,8,3.7,..,21,324,..,..,..,18.5,..,8,44,"1,549",8,49,"1,715",..,785,19.5,41,..,2.6,8,33.9
Lesotho,DB2011,142,140,7,40,26,12,158,12,510,"1,122.10",141,5,140,"2,664.00",145,6,101,8,130,6,0,0,0,145,2,1,8,3.7,60,21,324,..,..,..,19.6,148,8,31,"1,680",8,35,"1,610",111,785,19.5,41,73,2.6,8,36.4
Lesotho,DB2012,143,144,7,40,24.9,11.2,157,12,510,"1,038.70",141,5,140,"2,456.70",150,6,101,8,150,6,0,0,0,147,2,1,8,3.7,61,21,324,13.1,0,3,16,147,8,31,"1,680",8,35,"1,665",102,785,19.5,40,71,2.6,8,37.4
Liberia,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Liberia,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Liberia,DB2006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Liberia,DB2007,..,..,10,68,563.9,0,..,24,424,"6,820.00",..,..,..,..,..,10,50,13.3,..,4,0,..,..,..,4,1,6,3.7,..,33,158,..,..,..,43.7,..,10,20,"1,032",9,17,"1,032",..,"1,280",35,41,..,3,43,7.8
Liberia,DB2008,..,..,10,68,489.6,0,..,24,424,"5,845.60",..,..,..,..,..,10,50,13.3,..,4,0,0,0,..,4,1,6,3.7,..,33,158,..,..,..,43.7,..,10,20,"1,032",9,17,"1,032",..,"1,280",35,41,..,3,43,7.8
Liberia,DB2009,..,..,6,31,100.2,0,..,24,347,"4,988.70",..,..,..,..,..,10,50,13.3,..,4,1,0.3,0,..,4,1,6,3.7,..,33,158,..,..,..,43.7,..,10,20,"1,232",9,17,"1,212",..,"1,280",35,41,..,3,43,8.3
Liberia,DB2010,..,..,5,20,85.6,0,..,23,75,788.8,..,4,586,"5,066.00",..,10,50,13.2,..,4,1,0.3,0,..,4,1,6,3.7,..,33,158,..,..,..,43.7,..,10,17,"1,232",9,15,"1,212",..,"1,280",35,41,..,3,43,8.3
Liberia,DB2011,155,71,5,20,88.3,0,126,23,75,824.4,152,4,586,"5,294.10",176,10,50,13.2,139,4,1,0.2,0,145,4,1,6,3.7,87,33,141,..,..,..,43.7,117,10,17,"1,232",9,15,"1,212",165,"1,280",35,41,156,3,43,8.4
Liberia,DB2012,151,35,4,6,68.4,0,123,23,75,694.1,153,4,586,"4,455.20",176,10,50,13.1,98,7,1,0.6,0,147,4,1,6,3.7,98,33,158,0,5.4,38.3,43.7,116,10,15,"1,220",9,14,"1,200",166,"1,280",35,41,158,3,43,8.4
Lithuania,DB2004,..,..,8,26,4,68,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210,23.6,30,..,2,22,34.3
Lithuania,DB2005,..,..,8,26,3.7,62.8,..,..,..,..,..,..,..,..,..,3,3,0.9,..,5,3,4.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210,23.6,30,..,1.7,7,49.7
Lithuania,DB2006,..,..,8,26,3.3,57.3,..,15,143,24.3,..,..,..,..,..,3,3,0.8,..,5,6,2.5,12.1,..,5,4,6,5,..,11,166,..,..,..,52.3,..,6,10,820,6,11,980,..,210,23.6,30,..,1.7,7,49.8
Lithuania,DB2007,..,..,7,26,2.8,48.8,..,15,143,20.7,..,..,..,..,..,3,3,0.7,..,5,6,4.2,7.2,..,5,4,6,5,..,11,166,..,..,..,48.7,..,6,10,820,6,11,980,..,210,23.6,30,..,1.7,7,50.5
Lithuania,DB2008,..,..,7,26,3,46.2,..,15,143,19.6,..,..,..,..,..,3,3,0.7,..,5,6,6.6,7.3,..,5,4,6,5,..,15,166,..,..,..,47.3,..,6,10,820,6,11,980,..,210,23.6,30,..,1.7,7,49.2
Lithuania,DB2009,..,..,7,26,2.7,35.9,..,15,142,25.2,..,..,..,..,..,3,3,0.8,..,5,6,8.9,7.2,..,5,4,6,5,..,15,166,..,..,..,46.5,..,6,10,870,6,11,980,..,210,23.6,30,..,1.7,7,48
Lithuania,DB2010,..,..,7,26,2.4,31.1,..,15,142,22.2,..,5,128,77.8,..,3,3,0.8,..,5,6,12.1,18.4,..,5,4,6,5,..,12,166,..,..,..,44.5,..,6,10,870,6,11,980,..,275,23.6,30,..,1.5,7,49.4
Lithuania,DB2011,25,89,6,22,2.8,36.1,47,15,142,25.8,67,5,128,64,6,3,3,0.8,45,5,6,20,67.8,93,5,4,6,5,67,11,175,..,..,..,46,30,6,10,870,6,10,980,18,275,23.6,30,39,1.5,7,49.6
Lithuania,DB2012,27,101,6,22,2.8,35.7,47,15,142,25.5,81,5,148,63.3,7,3,3,0.8,48,5,6,15,75.6,65,7,4,6,5.7,62,11,175,5.7,35.1,3.1,43.9,28,6,9,870,6,9,980,15,275,23.6,30,40,1.5,7,50.9
Luxembourg,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Luxembourg,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Luxembourg,DB2006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Luxembourg,DB2007,..,..,6,26,11.9,22.7,..,12,157,19.5,..,..,..,..,..,8,29,10.2,..,7,0,..,..,..,6,4,3,4.3,..,23,59,..,..,..,21.6,..,5,6,"1,250",4,6,"1,250",..,321,8.8,26,..,2,15,41.6
Luxembourg,DB2008,..,..,6,26,10.8,20.5,..,12,157,17.7,..,..,..,..,..,8,29,10.2,..,7,0,0,0,..,6,4,3,4.3,..,23,59,..,..,..,21.1,..,5,6,"1,250",4,6,"1,250",..,321,8.8,26,..,2,15,41.6
Luxembourg,DB2009,..,..,6,26,6.5,21.3,..,12,157,18.3,..,..,..,..,..,8,29,10.3,..,7,0,0,0,..,6,4,3,4.3,..,23,59,..,..,..,20.9,..,5,6,"1,420",4,6,"1,420",..,321,8.8,26,..,2,15,41.7
Luxembourg,DB2010,..,..,6,24,1.8,19.9,..,12,157,18.3,..,5,120,51.5,..,8,29,10.3,..,7,0,0,0,..,6,4,3,4.3,..,23,59,..,..,..,20.8,..,5,6,"1,420",4,6,"1,420",..,321,9.7,26,..,2,15,41.7
Luxembourg,DB2011,44,78,6,19,2.1,23.8,33,12,157,21.9,62,5,120,66.1,134,8,29,10.2,130,6,0,0,0,120,6,4,3,4.3,15,23,59,..,..,..,20.9,32,5,6,"1,420",4,6,"1,420",1,321,9.7,26,46,2,15,43.7
Luxembourg,DB2012,50,81,6,19,1.9,21.2,33,12,157,19.5,63,5,120,58.8,134,8,29,10.1,150,6,0,0,0,122,6,4,3,4.3,17,23,59,4.1,15.1,1.5,20.8,31,5,6,"1,420",4,6,"1,420",1,321,9.7,26,49,2,15,43.5
"Macedonia, FYR",DB2004,..,..,13,48,12.1,78.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,509,33.1,38,..,2,10,36.1
"Macedonia, FYR",DB2005,..,..,13,48,11.6,74.9,..,..,..,..,..,..,..,..,..,6,74,3.7,..,7,3,0.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,509,33.1,38,..,2,10,37.2
"Macedonia, FYR",DB2006,..,..,13,48,11.3,145.2,..,20,244,"2,439.30",..,..,..,..,..,6,74,3.6,..,7,3,1.9,..,..,5,6,4,5,..,43,192,..,..,..,21.6,..,7,17,"1,130",7,15,"1,130",..,509,33.1,38,..,2,10,39.5
"Macedonia, FYR",DB2007,..,..,10,18,7.4,111.1,..,20,244,"2,232.70",..,..,..,..,..,6,98,3.5,..,7,3,2.1,0,..,5,6,5,5.3,..,43,192,..,..,..,21.6,..,7,17,"1,130",7,15,"1,130",..,385,33.1,38,..,2,10,39.6
"Macedonia, FYR",DB2008,..,..,9,15,6.6,0,..,20,191,"2,069.50",..,..,..,..,..,6,98,3.5,..,7,3,4,0,..,5,6,5,5.3,..,40,192,..,..,..,21.6,..,7,17,"1,130",7,15,"1,130",..,385,33.1,38,..,2,10,40.1
"Macedonia, FYR",DB2009,..,..,7,9,3.8,0,..,20,191,"1,861.70",..,..,..,..,..,6,66,3.4,..,7,4,6.5,0,..,5,6,5,5.3,..,40,150,..,..,..,18.4,..,6,15,"1,315",6,13,"1,325",..,385,33.1,37,..,2,10,41.4
"Macedonia, FYR",DB2010,..,..,4,4,2.5,0,..,20,139,"1,603.90",..,5,151,924.9,..,5,58,3.2,..,7,4,28.1,0,..,9,7,5,7,..,40,150,..,..,..,16.4,..,6,12,"1,436",6,11,"1,420",..,370,33.1,37,..,2,10,41.4
"Macedonia, FYR",DB2011,34,5,3,3,2.5,0,147,20,139,"1,600.60",119,5,151,898.5,67,5,58,3.2,45,7,4,39.4,0,16,9,7,5,7,24,28,119,..,..,..,10.1,70,6,12,"1,376",6,11,"1,380",65,370,33.1,37,55,2,10,41.1
"Macedonia, FYR",DB2012,22,6,3,3,2.4,0,61,10,117,552.7,121,5,151,847.4,49,4,40,3.1,24,7,6,34.3,68.3,17,9,7,5,7,26,28,119,6.3,0,3.4,9.7,67,6,12,"1,376",6,11,"1,380",60,370,31.1,37,55,2,10,42
Madagascar,DB2004,..,..,15,67,59,27.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,871,42.4,38,..,2,30,19.1
Madagascar,DB2005,..,..,13,44,56.7,25.4,..,..,..,..,..,..,..,..,..,6,134,11.5,..,2,1,0.3,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,871,42.4,38,..,2,30,19.4
Madagascar,DB2006,..,..,11,38,51.2,"2,157.90",..,16,289,227.8,..,..,..,..,..,6,134,11.6,..,2,1,0.3,0,..,5,6,6,5.7,..,27,400,..,..,..,46.9,..,8,48,"1,182",11,48,"1,282",..,871,42.4,38,..,2,30,19
Madagascar,DB2007,..,..,10,21,35,373.1,..,16,289,984.8,..,..,..,..,..,6,134,11.6,..,2,1,0.3,0,..,5,6,6,5.7,..,26,304,..,..,..,46.5,..,8,48,"1,182",11,48,"1,282",..,871,42.4,38,..,2,30,18.6
Madagascar,DB2008,..,..,5,7,22.7,333.4,..,16,289,880,..,..,..,..,..,6,134,11.6,..,2,0,0.1,0,..,5,6,6,5.7,..,26,238,..,..,..,46.5,..,4,28,"1,182",10,44,"1,282",..,871,42.4,38,..,2,30,17.9
Madagascar,DB2009,..,..,5,7,11,289.8,..,16,172,764.8,..,..,..,..,..,6,74,9,..,2,0,0.1,0,..,5,6,6,5.7,..,25,238,..,..,..,42.8,..,4,23,"1,279",9,27,"1,660",..,871,42.4,38,..,2,30,14.3
Madagascar,DB2010,..,..,2,7,6.2,207.4,..,16,172,630.7,..,6,450,"8,087.80",..,6,74,9.4,..,2,1,0.1,0,..,5,6,6,5.7,..,23,201,..,..,..,39.2,..,4,21,"1,279",9,26,"1,660",..,871,42.4,38,..,2,30,14.3
Madagascar,DB2011,144,70,2,7,12.9,248.1,130,16,172,468.8,181,6,450,"9,236.40",141,6,74,9.8,177,2,0,0,0,60,5,6,6,5.7,74,23,201,..,..,..,37.7,110,4,21,"1,197",9,24,"1,555",156,871,42.4,38,147,2,30,14.3
Madagascar,DB2012,137,20,3,8,12.1,0,131,16,172,422.2,179,6,450,"8,390.90",146,6,74,10.6,177,2,0,0.1,0,65,5,6,6,5.7,75,23,201,14.7,20.3,1.6,36.6,111,4,21,"1,197",9,24,"1,555",155,871,42.4,38,148,2,30,13.5
Malawi,DB2004,..,..,10,45,116.2,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,432,142.4,43,..,2.6,30,10.1
Malawi,DB2005,..,..,10,39,140.8,0,..,..,..,..,..,..,..,..,..,6,88,3.5,..,7,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,432,142.4,43,..,2.6,30,9.9
Malawi,DB2006,..,..,10,39,139.6,0,..,18,200,"3,181.70",..,..,..,..,..,6,88,3.4,..,7,0,0,0,..,4,7,5,5.3,..,19,370,..,..,..,32.6,..,11,45,"1,623",9,54,"2,500",..,432,142.4,43,..,2.6,30,12.3
Malawi,DB2007,..,..,10,39,215.7,0,..,18,200,"2,931.60",..,..,..,..,..,6,88,3.4,..,7,0,0,0,..,4,7,5,5.3,..,19,370,..,..,..,32.6,..,11,45,"1,623",9,54,"2,500",..,432,142.4,43,..,2.6,30,13.2
Malawi,DB2008,..,..,10,39,188.7,0,..,18,200,"2,347.50",..,..,..,..,..,6,88,3.3,..,7,0,0,0,..,4,7,5,5.3,..,19,370,..,..,..,32.2,..,11,45,"1,623",9,54,"2,500",..,432,142.4,42,..,2.6,30,13.2
Malawi,DB2009,..,..,10,39,125.9,0,..,18,200,"1,530.00",..,..,..,..,..,6,88,3.3,..,7,0,0,0,..,4,7,5,5.3,..,19,292,..,..,..,31.4,..,11,45,"1,671",9,54,"2,550",..,432,142.4,42,..,2.6,30,15.1
Malawi,DB2010,..,..,10,39,108,0,..,18,200,"1,299.30",..,6,244,"11,655.60",..,6,88,3.2,..,7,0,0,0,..,4,7,5,5.3,..,19,157,..,..,..,25.8,..,10,41,"1,713",9,51,"2,570",..,432,142.4,42,..,2.6,25,17.5
Malawi,DB2011,141,132,10,39,108.4,0,167,18,200,"1,304.70",178,6,244,"11,703.90",80,6,49,3.2,116,7,0,0,0,74,4,7,5,5.3,22,19,157,..,..,..,25.1,163,10,41,"1,713",9,51,"2,570",122,312,94.1,42,131,2.6,25,17.9
Malawi,DB2012,145,139,10,39,90.9,0,167,18,200,"1,077.50",177,6,244,"9,665.80",95,6,69,3.2,126,7,0,0,0,79,4,7,5,5.3,23,19,157,23.6,1.1,3.5,28.2,164,10,41,"1,675",9,51,"2,570",121,312,94.1,42,132,2.6,25,18.5
Malaysia,DB2004,..,..,10,37,33.1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,600,27.5,30,..,2.3,15,38.3
Malaysia,DB2005,..,..,10,37,32,0,..,..,..,..,..,..,..,..,..,5,144,3,..,10,6,33.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,600,27.5,30,..,2.3,15,38.6
Malaysia,DB2006,..,..,10,37,26.6,0,..,22,284,11.5,..,..,..,..,..,5,144,3.1,..,10,6,33.7,..,..,10,9,7,8.7,..,35,190,..,..,..,36,..,6,17,432,7,14,385,..,600,27.5,30,..,2.3,15,38.8
Malaysia,DB2007,..,..,10,37,25.1,0,..,22,284,10.8,..,..,..,..,..,5,144,3.1,..,10,6,42.2,..,..,10,9,7,8.7,..,35,190,..,..,..,36,..,6,17,432,7,14,385,..,600,27.5,30,..,2.3,15,38.7
Malaysia,DB2008,..,..,10,31,23.1,0,..,22,284,10,..,..,..,..,..,5,144,3.2,..,10,6,44.5,..,..,10,9,7,8.7,..,35,166,..,..,..,36,..,6,17,432,7,14,385,..,600,27.5,30,..,2.3,15,38.3
Malaysia,DB2009,..,..,10,20,18.9,0,..,22,260,7.9,..,..,..,..,..,5,144,3.2,..,10,6,52.9,..,..,10,9,7,8.7,..,12,145,..,..,..,34.5,..,6,17,450,7,14,450,..,600,27.5,30,..,2.3,15,38.6
Malaysia,DB2010,..,..,10,18,15.6,0,..,22,260,7.1,..,6,51,102.6,..,5,144,3.3,..,10,6,48.5,82,..,10,9,7,8.7,..,12,145,..,..,..,34.2,..,6,17,450,7,14,450,..,585,27.5,30,..,2.3,15,38.6
Malaysia,DB2011,23,111,9,17,17.5,0,111,22,260,7.9,60,6,51,105.2,59,5,48,3.2,1,10,6,62,100,4,10,9,7,8.7,39,12,145,..,..,..,33.7,28,6,17,450,7,14,450,60,585,27.5,30,57,2.3,15,39.8
Malaysia,DB2012,18,50,4,6,16.4,0,113,22,260,7.1,59,6,51,95.5,59,5,48,3.3,1,10,6,49.4,83.4,4,10,9,7,8.7,41,13,133,17,15.6,1.4,34,29,6,17,450,7,14,435,31,425,27.5,29,47,1.5,15,44.6
Maldives,DB2004,..,..,5,13,20.4,7.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,665,16.5,41,..,1.5,4,48.1
Maldives,DB2005,..,..,5,9,12.3,7,..,..,..,..,..,..,..,..,..,..,..,..,..,4,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,665,16.5,41,..,1.5,4,48.1
Maldives,DB2006,..,..,5,9,11.5,6.6,..,8,174,28.5,..,..,..,..,..,no practice,no practice,no practice,..,4,0,0,0,..,0,8,8,5.3,..,3,0,..,..,..,9.3,..,8,21,"1,200",9,20,"1,200",..,665,16.5,41,..,1.5,4,48.6
Maldives,DB2007,..,..,5,9,14,6.6,..,8,174,28.4,..,..,..,..,..,no practice,no practice,no practice,..,4,0,0,0,..,0,8,8,5.3,..,3,0,..,..,..,9.3,..,8,21,"1,200",9,20,"1,200",..,665,16.5,41,..,1.5,4,48.7
Maldives,DB2008,..,..,5,9,13.4,5.8,..,8,174,25.3,..,..,..,..,..,no practice,no practice,no practice,..,4,0,0,0,..,0,8,8,5.3,..,3,0,..,..,..,9.3,..,8,21,"1,200",9,20,"1,200",..,665,16.5,41,..,1.5,4,48.7
Maldives,DB2009,..,..,5,9,11.5,4.8,..,8,174,14.2,..,..,..,..,..,no practice,no practice,no practice,..,4,0,0,0,..,0,8,8,5.3,..,3,0,..,..,..,9.3,..,8,21,"1,348",9,20,"1,348",..,665,16.5,41,..,1.5,4,48.7
Maldives,DB2010,..,..,5,9,10,4,..,8,174,11.9,..,6,101,823.1,..,no practice,no practice,no practice,..,4,0,0,0,..,0,8,8,5.3,..,3,0,..,..,..,9.3,..,8,21,"1,348",9,20,"1,348",..,665,16.5,41,..,1.5,4,48.7
Maldives,DB2011,78,50,5,9,9.4,3.7,22,8,174,13.6,128,6,101,761.6,146,6,57,16.9,152,4,0,0,0,74,0,8,8,5.3,1,3,0,..,..,..,9.3,138,8,21,"1,550",9,22,"1,526",92,665,16.5,41,41,1.5,4,48.7
Maldives,DB2012,79,59,5,9,8.9,3.5,20,8,174,12.7,132,6,101,708.8,152,6,57,16.7,166,4,0,0,0,79,0,8,8,5.3,1,3,0,0,0,9.3,9.3,137,8,21,"1,550",9,22,"1,526",92,665,16.5,41,41,1.5,4,50.4
Mali,DB2004,..,..,12,41,204.3,526,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,710,52,39,..,3.6,18,6.3
Mali,DB2005,..,..,12,41,187.4,482.3,..,..,..,..,..,..,..,..,..,5,44,21.5,..,3,1,0.1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,710,52,39,..,3.6,18,10.2
Mali,DB2006,..,..,12,41,190.7,490.8,..,12,280,"1,178.40",..,..,..,..,..,5,44,21.4,..,3,1,2.3,0,..,6,1,3,3.3,..,59,270,..,..,..,52.2,..,7,44,"1,752",10,65,"2,680",..,710,52,39,..,3.6,18,6.3
Mali,DB2007,..,..,12,41,201.9,519.8,..,11,238,"1,248.00",..,..,..,..,..,5,33,21.4,..,3,1,2.9,0,..,6,1,3,3.3,..,59,270,..,..,..,52.2,..,7,44,"1,752",10,65,"2,680",..,710,52,39,..,3.6,18,23.7
Mali,DB2008,..,..,10,25,115.2,434.6,..,11,238,"1,043.60",..,..,..,..,..,5,29,21.2,..,3,1,2.5,0,..,6,1,3,3.3,..,59,270,..,..,..,52.2,..,7,44,"1,752",10,65,"2,680",..,710,52,39,..,3.6,18,21.3
Mali,DB2009,..,..,10,25,103.2,390.4,..,11,238,808.7,..,..,..,..,..,5,29,20.3,..,3,1,4.1,0,..,6,1,3,3.3,..,59,270,..,..,..,52.2,..,7,38,"2,012",10,42,"2,902",..,710,52,39,..,3.6,18,20.9
Mali,DB2010,..,..,6,8,86.9,334.6,..,11,205,693,..,4,120,"4,229.20",..,5,29,20,..,3,1,4,0,..,6,1,4,3.7,..,59,270,..,..,..,52.1,..,6,32,"2,075",9,37,"2,955",..,626,52,36,..,3.6,18,20.9
Mali,DB2011,148,117,6,8,79.7,306.8,91,11,187,390,106,4,120,"3,877.90",91,5,29,11.9,152,3,1,2.9,0,145,6,1,4,3.7,160,59,270,..,..,..,52.2,146,6,26,"2,202",9,31,"3,067",132,620,52,36,112,3.6,18,24.6
Mali,DB2012,146,115,4,8,90.5,348.3,95,11,179,439.3,113,4,120,"4,397.70",91,5,29,12.1,126,6,1,3.7,0,147,6,1,4,3.7,163,59,270,10.8,34.3,6.6,51.8,146,6,26,"2,202",9,31,"3,067",132,620,52,36,111,3.6,18,24.9
Marshall Islands,DB2004,..,..,5,17,20.9,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,476,27.4,36,..,2,38,17.8
Marshall Islands,DB2005,..,..,5,17,21.3,0,..,..,..,..,..,..,..,..,..,..,..,..,..,5,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,476,27.4,36,..,2,38,17.8
Marshall Islands,DB2006,..,..,5,17,22.4,0,..,8,87,37.5,..,..,..,..,..,no practice,no practice,no practice,..,5,0,0,0,..,2,0,8,3.3,..,21,128,..,..,..,64.9,..,5,21,765,5,25,790,..,476,27.4,36,..,2,38,17.8
Marshall Islands,DB2007,..,..,5,17,18.1,0,..,8,87,30.3,..,..,..,..,..,no practice,no practice,no practice,..,5,0,0,0,..,2,0,8,3.3,..,21,128,..,..,..,64.9,..,5,21,765,5,25,790,..,476,27.4,36,..,2,38,17.9
Marshall Islands,DB2008,..,..,5,17,17.7,0,..,8,87,29.6,..,..,..,..,..,no practice,no practice,no practice,..,5,0,0,0,..,2,0,8,3.3,..,21,128,..,..,..,64.9,..,5,21,765,5,25,790,..,476,27.4,36,..,2,38,17.9
